,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
1390,345677,Comcast Internet,2015-06-17,17-Jun-15,1:30:10 PM,Customer Care Call,Nashville,Tennessee,37212,Open,No,June,Open
1391,347734,Comcast data caps in currently uncompetitive Nashville market,2015-06-18,18-Jun-15,12:31:29 AM,Customer Care Call,Nashville,Tennessee,37211,Open,No,June,Open
1392,355447,Comcast- not responsive to multiple requests for service,2015-06-22,22-Jun-15,11:41:30 AM,Customer Care Call,Nashville,Tennessee,37221,Solved,No,June,Closed
1393,360239,Comcast is stealing from me,2015-06-23,23-Jun-15,9:45:51 PM,Customer Care Call,Nashville,Tennessee,37211,Solved,No,June,Closed
1394,358345,Comcast horrible service,2015-06-23,23-Jun-15,1:30:08 PM,Internet,Nashville,Tennessee,37207,Solved,No,June,Closed
1395,363629,Intermittent drops of service,2015-06-24,24-Jun-15,10:37:51 PM,Customer Care Call,Nashville,Tennessee,37207,Open,No,June,Open
1396,360837,Overage charges,2015-06-24,24-Jun-15,4:31:16 AM,Internet,Nashville,Tennessee,37206,Solved,No,June,Closed
1397,362276,Comcast refund,2015-06-24,24-Jun-15,2:59:08 PM,Internet,Nashville,Tennessee,37211,Solved,No,June,Closed
1398,362982,Comcast Speeds Not as Advertised,2015-06-24,24-Jun-15,5:41:59 PM,Customer Care Call,Nashville,Tennessee,37203,Open,No,June,Open
1399,368055,comcast data cap,2015-06-26,26-Jun-15,12:41:14 PM,Customer Care Call,Nashville,Tennessee,37209,Pending,No,June,Open
1400,376303,Comcast Internet,2015-06-30,30-Jun-15,11:08:15 PM,Customer Care Call,Nashville,Tennessee,37217,Open,No,June,Open
1401,293734,Lost Internet Service,2015-05-16,16-May-15,9:46:00 PM,Internet,Naugatuck,Connecticut,6770,Open,No,May,Open
1402,245435,Low wifi,2015-04-20,20-Apr-15,4:55:42 PM,Internet,New Bedford,Massachusetts,2745,Closed,No,April,Closed
1403,289153,Issue with Internet speed,2015-05-14,14-May-15,7:12:34 AM,Customer Care Call,New Bedford,Massachusetts,2745,Solved,No,May,Closed
1404,337555,Comcast Internet Complaint,2015-06-12,06-Dec-15,4:13:39 PM,Customer Care Call,New Bedford,Massachusetts,2741,Open,Yes,June,Open
1405,257189,internet problems,2015-04-25,25-Apr-15,5:30:54 PM,Internet,New Buffalo,Michigan,49117,Closed,No,April,Closed
1406,256792,Comcast service problems for months; charging without fixng the issue,2015-04-25,25-Apr-15,11:34:25 AM,Internet,New Haven,Connecticut,6512,Closed,No,April,Closed
1407,352910,Horrible customer service; could not help me - lied to by supervisor,2015-06-19,19-Jun-15,6:22:46 PM,Customer Care Call,New Haven,Connecticut,6511,Solved,No,June,Closed
1408,352186,Comcast false advertising,2015-06-19,19-Jun-15,2:59:01 PM,Internet,New Hudson,Michigan,48165,Solved,No,June,Closed
1409,260134,Comcast Business internet,2015-04-27,27-Apr-15,7:34:07 PM,Customer Care Call,New Palestine,Indiana,46163,Closed,No,April,Closed
1410,212228,Comcast Lied About Pricing And Installation,2015-04-01,04-Jan-15,2:29:41 PM,Customer Care Call,Newark,California,94560,Closed,No,April,Closed
1411,358644,Comcast- Unfair Pricing Tactics,2015-06-23,23-Jun-15,2:27:21 PM,Internet,Newark,California,94560,Solved,No,June,Closed
1412,337000,overcharges,2015-06-12,06-Dec-15,1:26:23 PM,Internet,Newark,Delaware,19713,Solved,No,June,Closed
1413,360928,Comcast is a monopoly,2015-06-24,24-Jun-15,8:25:27 AM,Internet,Newburyport,Massachusetts,1950,Solved,No,June,Closed
1414,267727,Comcast is cheating me,2015-04-30,30-Apr-15,10:43:47 PM,Internet,Newcastle,Washington,98059,Closed,No,April,Closed
1415,212595,overcharged,2015-04-01,04-Jan-15,4:23:47 PM,Internet,Newman,California,95360,Closed,No,April,Closed
1416,218108,Comcast Business Phone/Internet Contract Disagreement,2015-04-04,04-Apr-15,6:39:55 PM,Internet,Newnan,Georgia,30265,Closed,No,April,Closed
1417,234888,Unable to cancel comcast service,2015-04-14,14-Apr-15,2:22:59 PM,Customer Care Call,Newtown,Pennsylvania,18940,Closed,No,April,Closed
1418,353376,Misleading information regarding contract leads to $200 unresolved early term fee,2015-06-19,19-Jun-15,11:39:55 PM,Internet,Nicholls,Georgia,31554,Closed,No,June,Closed
1419,337050,Comcast Issues,2015-06-12,06-Dec-15,1:35:00 PM,Internet,Noblesville,Indiana,46062,Solved,No,June,Closed
1420,340657,Internet Down,2015-06-15,15-Jun-15,11:03:49 AM,Internet,Norcross,Georgia,30092,Solved,No,June,Closed
1421,375155,Comcast Failure of Service,2015-06-30,30-Jun-15,3:19:55 PM,Internet,Norcross,Georgia,30093,Open,No,June,Open
1422,370502,Comcast Throttling my Internet Connection,2015-06-27,27-Jun-15,8:17:48 PM,Customer Care Call,Norristown,Pennsylvania,19401,Pending,No,June,Open
1423,250239,billing/service issues,2015-04-22,22-Apr-15,1:49:03 PM,Customer Care Call,North Augusta,South Carolina,29841,Closed,No,April,Closed
1424,370575,10 Days No Service - 12 Appointments Comcast Hasn't Shown Up - Comcast Has Not Fixed Home Infinity X1 - In 10 Days- Cannot Make 911 Calls,2015-06-27,27-Jun-15,9:42:03 PM,Customer Care Call,North Charleston,South Carolina,29406,Open,No,June,Open
1425,329597,Internet Outages,2015-06-08,06-Aug-15,9:22:53 PM,Customer Care Call,North Dartmouth,Massachusetts,2747,Solved,No,June,Closed
1426,270762,High Speed Internet Awful,2015-05-03,05-Mar-15,6:20:41 PM,Customer Care Call,North Dinwiddie,Virginia,23803,Closed,No,May,Closed
1427,313043,"rude, nasty, customer service behavior, and a three year failure to deliver the business Internet services paid for",2015-05-29,29-May-15,10:11:07 AM,Internet,North Fort Myers,Florida,33917,Open,No,May,Open
1428,358157,comcast failing still,2015-06-23,23-Jun-15,12:41:20 PM,Internet,North Fort Myers,Florida,33917,Closed,No,June,Closed
1429,369686,The WORST customer service team and negative outlook on customers!!!,2015-06-27,27-Jun-15,9:35:08 AM,Internet,North Fort Myers,Florida,33917,Solved,No,June,Closed
1430,211478,Comcast,2015-04-01,04-Jan-15,10:47:35 AM,Internet,North Huntingdon,Pennsylvania,15642,Closed,No,April,Closed
1431,337767,Comcast/Xfinity,2015-06-12,06-Dec-15,4:38:27 PM,Internet,North Little Rock,Arkansas,72114,Solved,No,June,Closed
1432,305998,Internet problems,2015-05-25,25-May-15,3:52:34 PM,Customer Care Call,North Miami,Florida,33181,Solved,No,May,Closed
1433,224074,Improper billing,2015-04-08,04-Aug-15,1:30:03 PM,Internet,North Miami Beach,Florida,33162,Closed,No,April,Closed
1434,373161,Internet being slowed.,2015-06-29,29-Jun-15,5:28:32 PM,Internet,North Miami Beach,Florida,33162,Pending,No,June,Open
1435,309939,Spotty service Business class internet,2015-05-27,27-May-15,4:55:53 PM,Internet,North Miami Beach Fl,Florida,33162,Solved,No,May,Closed
1436,295439,Bundled cable and internet,2015-05-18,18-May-15,4:13:43 PM,Internet,North Port,Florida,34286,Solved,No,May,Closed
1437,228818,Comcast Dishonest Marketing Scheme,2015-04-10,04-Oct-15,1:15:13 PM,Internet,North Wales,Pennsylvania,19454,Closed,Yes,April,Closed
1438,334975,"Sold one service, received another",2015-06-11,06-Nov-15,2:22:41 PM,Customer Care Call,Northport,Alabama,35473,Closed,No,June,Closed
1439,365088,Internet Speed,2015-06-25,25-Jun-15,1:29:20 PM,Internet,Northville,Michigan,48168,Pending,No,June,Open
1440,226989,Home Shopping Network Emails,2015-04-09,04-Sep-15,3:31:50 PM,Customer Care Call,Norton,Massachusetts,2766,Closed,No,April,Closed
1441,231122,comcast,2015-04-12,04-Dec-15,11:12:17 AM,Customer Care Call,Nottingham,Maryland,21236,Closed,No,April,Closed
1442,360296,Internet speed,2015-06-23,23-Jun-15,10:10:29 PM,Internet,Novato,California,94944,Open,No,June,Open
1443,281553,Comcast Charging Too Much and Internet Speed Lower than Ordered,2015-05-09,05-Sep-15,8:29:16 AM,Internet,Oak Park,Illinois,60302,Closed,No,May,Closed
1444,305260,Ask Comcast to fix internet connection of my home,2015-05-24,24-May-15,11:44:00 AM,Customer Care Call,Oak Park,Illinois,60302,Open,No,May,Open
1445,307912,Comcast scam,2015-05-26,26-May-15,5:05:23 PM,Internet,Oak Park,Illinois,60303,Solved,No,May,Closed
1446,316495,Comcast service and billing issue,2015-06-01,06-Jan-15,11:45:00 AM,Internet,Oak Park,Illinois,60302,Closed,No,June,Closed
1447,363554,Speed throttling,2015-06-24,24-Jun-15,9:52:28 PM,Customer Care Call,Oak Park,Illinois,60302,Open,No,June,Open
1448,361503,bill to damn high,2015-06-24,24-Jun-15,11:54:41 AM,Internet,Oak Park,Michigan,48237,Solved,No,June,Closed
1449,257680,Comcast data usage cap,2015-04-26,26-Apr-15,12:35:31 PM,Customer Care Call,Oak Ridge,Tennessee,37830,Closed,No,April,Closed
1450,363533,Comcast - Internet Data Cap,2015-06-24,24-Jun-15,9:42:17 PM,Internet,Oak Ridge,Tennessee,37830,Solved,No,June,Closed
1451,225624,Comcast Service and Billing Issues,2015-04-09,04-Sep-15,1:10:35 AM,Internet,Oakland,California,94602,Closed,No,April,Closed
1452,308616,Illegal Charges from Comcast,2015-05-27,27-May-15,12:10:08 AM,Customer Care Call,Oakland,California,94607,Solved,No,May,Closed
1453,326074,Comcast,2015-06-05,06-May-15,5:42:42 PM,Internet,Oakland,California,94608,Solved,Yes,June,Closed
1454,337953,"Inconsistent, low speeds that are overpriced",2015-06-12,06-Dec-15,5:14:44 PM,Internet,Oakland,California,94608,Solved,No,June,Closed
1455,338270,Bad Customer Service,2015-06-12,06-Dec-15,7:25:01 PM,Customer Care Call,Oakland,California,94602,Solved,No,June,Closed
1456,339206,Unable to cancel poor internet service,2015-06-13,13-Jun-15,3:10:31 PM,Internet,Oakland,California,94612,Solved,No,June,Closed
1457,339936,microsoft is limiting service,2015-06-14,14-Jun-15,1:43:04 PM,Customer Care Call,Oakland,California,94606,Closed,No,June,Closed
1458,344269,Unethical Behavior: Comcast Requesting Credit Check or Deposit,2015-06-16,16-Jun-15,6:35:22 PM,Internet,Oakland,California,94611,Solved,No,June,Closed
1459,360338,Unfair bundles,2015-06-23,23-Jun-15,10:19:04 PM,Customer Care Call,Oakland,California,94606,Open,No,June,Open
1460,363044,comcast,2015-06-24,24-Jun-15,6:02:54 PM,Customer Care Call,Oakland,California,94621,Open,No,June,Open
1461,295447,Years of packet loss and downtime,2015-05-18,18-May-15,4:17:27 PM,Internet,Oakland Park,Florida,33309,Solved,No,May,Closed
1462,365565,Comcast run around,2015-06-25,25-Jun-15,2:39:22 PM,Internet,Oakland Park,Florida,33334,Solved,No,June,Closed
1463,222212,Comcast Cablevision Florida,2015-04-07,04-Jul-15,3:49:56 PM,Customer Care Call,Ocala,Florida,34472,Closed,No,April,Closed
1464,319428,comcast,2015-06-02,06-Feb-15,4:53:23 PM,Customer Care Call,Ocala,Florida,34472,Solved,No,June,Closed
1465,305229,Poor Quality Service and Unauthorized Charges,2015-05-24,24-May-15,9:54:46 AM,Internet,Ocean City,New Jersey,8226,Solved,No,May,Closed
1466,250828,Comcast/Xfinity cancellation fee,2015-04-22,22-Apr-15,4:51:52 PM,Internet,Olathe,Kansas,66062,Closed,No,April,Closed
1467,360680,Comcast billing and speed.,2015-06-24,24-Jun-15,1:03:28 AM,Internet,Olathe,Kansas,66062,Pending,No,June,Open
1468,330392,Data Cap Overages,2015-06-09,06-Sep-15,1:12:13 PM,Customer Care Call,Old Hickory,Tennessee,37138,Solved,No,June,Closed
1469,224243,Comcast data caps are killing the internet,2015-04-08,04-Aug-15,2:15:26 PM,Internet,Olive Branch,Mississippi,38654,Closed,No,April,Closed
1470,284592,Lied to by Comcast,2015-05-11,05-Nov-15,8:27:54 PM,Internet,Olive Branch,Mississippi,38654,Open,Yes,May,Open
1471,329737,Data Cap in Olive Branch MS with Comcast,2015-06-09,06-Sep-15,12:57:53 AM,Customer Care Call,Olive Branch,Mississippi,38654,Solved,No,June,Closed
1472,367256,Data Cap,2015-06-25,25-Jun-15,11:01:14 PM,Internet,Olive Branch,Mississippi,38654,Solved,No,June,Closed
1473,371075,Comcast Internet Data Cap Segregation,2015-06-28,28-Jun-15,4:11:59 PM,Internet,Olive Branch,Mississippi,38654,Pending,No,June,Open
1474,224932,Inconsistent Internet Service,2015-04-08,04-Aug-15,5:19:43 PM,Internet,Olympia,Washington,98512,Closed,No,April,Closed
1475,224605,"Comcast - Fraudulent Billing Practices, Unwilling to resolve situation",2015-04-08,04-Aug-15,3:50:45 PM,Customer Care Call,Olympia,Washington,98501,Closed,No,April,Closed
1476,337209,Billing and slowing of internet,2015-06-12,06-Dec-15,2:29:57 PM,Internet,Olympia,Washington,98502,Solved,No,June,Closed
1477,350252,internet and tv problems.,2015-06-18,18-Jun-15,6:07:10 PM,Internet,Olympia,Washington,98512,Solved,No,June,Closed
1478,350931,day 3 of Internet going down and disconnect support calls,2015-06-19,19-Jun-15,1:37:10 AM,Internet,Olympia,Washington,98502,Solved,No,June,Closed
1479,358592,Internet Service Billing,2015-06-23,23-Jun-15,2:20:41 PM,Internet,Orange,Virginia,22960,Solved,No,June,Closed
1480,363610,Forcing Customer to Pay an Incorrect Bill to get it Fixed,2015-06-24,24-Jun-15,10:26:52 PM,Internet,Orange Park,Florida,32273,Open,No,June,Open
1481,370168,Comcast Billing/Pricing Practices,2015-06-27,27-Jun-15,3:55:52 PM,Internet,Orange Park,Florida,32065,Open,Yes,June,Open
1482,272794,Comcast terrible service #2,2015-05-04,05-Apr-15,8:56:12 PM,Customer Care Call,Orangevale,California,95662,Closed,No,May,Closed
1483,217985,bait and switch services for monetary gain,2015-04-04,04-Apr-15,4:07:36 PM,Internet,Orcutt,California,93455,Closed,No,April,Closed
1484,357126,Comcast XFINITY Internet Performance,2015-06-22,22-Jun-15,8:42:52 PM,Customer Care Call,Oreland,Pennsylvania,19075,Open,No,June,Open
1485,359697,outrageous internet bill adjustments from Comcast,2015-06-23,23-Jun-15,6:22:27 PM,Customer Care Call,Orland Park,Illinois,60642,Solved,No,June,Closed
1486,226150,Comcast cable/phone/internet complaint,2015-04-09,04-Sep-15,11:53:04 AM,Internet,Orlando,Florida,32828,Closed,No,April,Closed
1487,300869,Comcast Data Usage - Additional Fee for Internet Usage but not TV,2015-05-21,21-May-15,10:16:29 AM,Internet,Oro Valley,Arizona,85737,Solved,No,May,Closed
1488,359803,Billing Complaint,2015-06-23,23-Jun-15,6:59:28 PM,Internet,Oroville,California,95966,Solved,No,June,Closed
1489,346047,comcast,2015-06-17,17-Jun-15,2:56:20 PM,Customer Care Call,Osceola,Indiana,46561,Solved,No,June,Closed
1490,246213,"Abysmal customer service, do not approve merger with Time Warner",2015-04-20,20-Apr-15,11:43:52 PM,Internet,Owens Cross Roads,Alabama,35763,Closed,No,April,Closed
1491,225791,Comcast business internet service down for 6 Days,2015-04-09,04-Sep-15,9:46:19 AM,Customer Care Call,Owings Mills,Maryland,21117,Closed,No,April,Closed
1492,296660,Billing,2015-05-19,19-May-15,11:11:36 AM,Customer Care Call,Owings Mills,Maryland,21117,Closed,No,May,Closed
1493,335204,Problems with Comcast,2015-06-11,06-Nov-15,3:47:55 PM,Customer Care Call,Owins Mills,Maryland,21117,Solved,No,June,Closed
1494,294812,Internet Billing,2015-05-18,18-May-15,12:36:53 PM,Internet,Oxon Hill,Maryland,20745,Solved,Yes,May,Closed
1495,358836,Comcast Billing,2015-06-23,23-Jun-15,3:07:00 PM,Customer Care Call,Pacheco,California,94553,Solved,No,June,Closed
1496,345351,COMCAST,2015-06-17,17-Jun-15,12:00:39 PM,Internet,Pacific,Washington,98047,Solved,No,June,Closed
1497,251736,Comcast billing,2015-04-23,23-Apr-15,9:29:28 AM,Customer Care Call,Paducah,Kentucky,42003,Closed,No,April,Closed
1498,293051,Data usage limit,2015-05-16,16-May-15,8:47:01 AM,Customer Care Call,Paducah,Kentucky,42001,Solved,No,May,Closed
1499,359239,Data Cap Limitations,2015-06-23,23-Jun-15,4:25:09 PM,Customer Care Call,Paducah,Kentucky,42003,Pending,No,June,Open
1500,371160,Comcast Service Rep Missed appointment. I missed a very important family gathering because I was waiting on the worker to show.,2015-06-28,28-Jun-15,5:31:25 PM,Internet,Pahokee,Florida,33476,Solved,No,June,Closed
1501,358772,Unfair Billing,2015-06-23,23-Jun-15,2:52:21 PM,Internet,Palatine,Illinois,60074,Solved,No,June,Closed
1502,358707,Throttle internet,2015-06-23,23-Jun-15,2:40:14 PM,Internet,Palatine,Illinois,60074,Solved,No,June,Closed
1503,244230,"Comcast Phone, Internet and TV",2015-04-20,20-Apr-15,10:24:32 AM,Customer Care Call,Palm Beach,Florida,33480,Closed,No,April,Closed
1504,251802,Erroneous charges on Comcast bill,2015-04-23,23-Apr-15,10:12:28 AM,Customer Care Call,Palm Beach Gardens,Florida,33418,Closed,No,April,Closed
1505,301499,Deceptive and false contract on Business Comcast for Service Call,2015-05-21,21-May-15,2:30:09 PM,Internet,Palm Beach Gardens,Florida,33418,Open,No,May,Open
1506,326788,poor service; inaccurate billing,2015-06-06,06-Jun-15,1:22:42 PM,Customer Care Call,Palm Beach Gardens,Florida,33418,Open,No,June,Open
1507,360595,My Comcast Nightmare,2015-06-24,24-Jun-15,12:08:48 AM,Customer Care Call,Palm Beach Gardens,Florida,33418,Solved,No,June,Closed
1508,335844,Comcast Internet Bait and Switch,2015-06-11,06-Nov-15,7:41:19 PM,Customer Care Call,Palm City,Florida,34990,Solved,No,June,Closed
1509,214664,"No Service, no assistance",2015-04-02,04-Feb-15,3:29:04 PM,Internet,Palmetto Bay,Florida,33157,Closed,No,April,Closed
1510,243742,Comcast is a terrible service,2015-04-19,19-Apr-15,4:14:27 PM,Customer Care Call,Palo Alto,California,94301,Closed,No,April,Closed
1511,339241,Comcast High-Speed Internet Does Not Work,2015-06-13,13-Jun-15,3:33:13 PM,Internet,Palo Alto,California,94306,Solved,No,June,Closed
1512,300119,Comcast Billing & Customer Service,2015-05-20,20-May-15,5:47:03 PM,Customer Care Call,Panama City Beach,Florida,32413,Solved,No,May,Closed
1513,226539,Failure to Cancel Service,2015-04-09,04-Sep-15,1:31:48 PM,Internet,Parkland,Florida,33067,Closed,No,April,Closed
1514,362807,Unable to Return Equipment,2015-06-24,24-Jun-15,4:51:20 PM,Customer Care Call,Pasadena,Maryland,21122,Solved,No,June,Closed
1515,362820,Unable to Return Equipment,2015-06-24,24-Jun-15,4:55:22 PM,Customer Care Call,Pasadena,Maryland,21122,Closed,No,June,Closed
1516,360349,Slow Internet Speeds,2015-06-23,23-Jun-15,10:23:39 PM,Customer Care Call,Patterson,California,95363,Pending,Yes,June,Open
1517,298618,Comcast keeps hiking my bill for no reason !!,2015-05-20,20-May-15,10:02:10 AM,Internet,Paw Paw,Michigan,49079,Solved,No,May,Closed
1518,315865,Questionable internet slowdown,2015-05-31,31-May-15,5:38:21 PM,Customer Care Call,Peabody,Massachusetts,1960,Solved,No,May,Closed
1519,214079,comcast,2015-04-02,04-Feb-15,12:31:26 PM,Internet,Peachtree City,Georgia,30269,Closed,No,April,Closed
1520,339017,Advertised Internet price not honored,2015-06-13,13-Jun-15,1:13:07 PM,Internet,Peachtree City,Georgia,30269,Solved,No,June,Closed
1521,341442,Data Cap problems,2015-06-15,15-Jun-15,3:07:17 PM,Customer Care Call,Peachtree City,Georgia,30269,Solved,No,June,Closed
1522,354431,Comcast internet overage charges,2015-06-21,21-Jun-15,12:33:37 AM,Internet,Pearl,Mississippi,39208,Pending,Yes,June,Open
1523,356720,Surprise Data Caps from Comcast,2015-06-22,22-Jun-15,5:39:03 PM,Internet,Pearl,Mississippi,39208,Pending,Yes,June,Open
1524,215830,Price increase while on a fixed price plan,2015-04-03,04-Mar-15,9:51:10 AM,Internet,Pearland,Texas,77585,Closed,No,April,Closed
1525,360771,"internet price went up, offered lower price deal with cable tv...",2015-06-24,24-Jun-15,2:39:29 AM,Internet,Pearland,Texas,77584,Open,No,June,Open
